AI #1,AI #2
1.716734,2.01490974
1.72866631,2.01675057
1.74382,2.00698781
1.75719857,1.99439812
1.78431749,1.99429953
1.83299983,1.97437954
1.86511517,2.00146556
1.91041183,1.98864567
1.96819973,1.9934777
2.00442386,1.99919736
2.07374954,2.02776265
2.13528466,2.092289
2.208522,2.2316637
2.29612422,2.46721983
2.38760543,2.72437286
2.47836328,2.883602
2.57004166,2.95618224
2.65448833,2.9931953
2.73416853,2.99349117
2.81463766,2.99490476
2.850895,2.993787
2.935769,2.99806046
3.0039773,2.98106575
3.0374074,2.96942925
3.087372,2.99405
3.10071778,2.98681831
3.132373,2.99257088
3.15574479,3.00157762
3.166888,3.01189923
3.16846585,3.025475
3.16005087,3.04339
3.1461134,3.06617
3.13142,3.08618879
3.11087513,3.12721229
3.0755055,3.12809968
3.044935,3.15906477
3.00230074,3.15193152
2.953651,3.18776155
2.90516567,3.18901062
2.84491229,3.199661
2.774699,3.190161
2.745049,3.129579
2.6273036,2.98412275
2.53319287,2.73587775
2.43093,2.44552469
2.33672047,2.24573255
2.25076175,2.14218783
2.17072,2.09245348
2.09672666,2.05159426
2.02848577,2.01813126
1.95018613,2.02799273
1.91228557,2.0333178
1.834019,2.03512573
1.81163347,2.03808427
1.7778089,2.02148414
1.7904315,2.01865721
1.74270236,2.02316046
1.70720136,2.02158284
1.70164609,2.02036643
1.69954228,2.01931453
1.71045554,2.01530433
1.72429442,2.00790834
1.74036849,2.000019
1.76150477,1.99403656
1.789807,2.00228715
1.83250678,2.01040649
1.868468,1.996239
1.90584278,1.99587739
1.96037626,1.9978168
2.00958467,1.98953319
2.07197452,2.032233
2.14984679,2.08035684
2.20848918,2.23041439
2.28941846,2.46317673
2.378993,2.719738
2.47116446,2.880019
2.56373024,2.95368385
2.65192437,2.98224926
2.72897482,2.993261
2.80033875,2.99543071
2.87078214,2.98103285
2.917131,2.98353124
2.97768,2.96742415
3.0217278,2.98655534
3.0806334,2.993031
3.10969186,2.96318364
3.13003922,3.00673842
3.12928319,3.00088739
3.159788,3.01360846
3.16751266,3.02557373
3.16136575,3.04437613
3.14752674,3.06561112
3.12895441,3.08911419
3.10975742,3.11097383
3.07843113,3.130861
3.041089,3.153148
2.99819183,3.16274619
2.960324,3.18246913
2.90667772,3.20005536
2.83146787,3.20564365
2.77910376,3.18565774
2.69557738,3.12524
2.63713217,2.96269059
2.5105443,2.73808026
2.429385,2.44999528
2.3395474,2.24638987
2.25141931,2.145442
2.17058849,2.09521461
2.09360385,2.06684661
2.025067,2.04781413
1.96057355,2.05277777
1.90160239,1.98811972
1.853906,1.99962473
1.81196225,2.033515
1.76850629,2.03167415
1.73553646,2.02776265
1.7286005,2.04137135
1.72935665,2.024804
1.67824173,2.0164547
1.69497323,2.01635623
1.70276368,2.01339769
1.71952808,2.00784254
1.73731148,1.99811256
1.76094592,1.99591017
1.79062879,1.997258
1.82534087,1.99738944
1.86097336,2.00199151
1.90439641,2.00199151
1.95478821,1.999789
1.96560287,2.00596881
2.07039666,2.0282557
2.13193178,2.08177018
2.19839787,2.22508931
2.2816937,2.47254515
2.36561441,2.71313071
2.45403838,2.87699485
2.55801058,2.952895
2.64857125,2.98300529
2.726345,2.993261
2.797413,2.996877
2.86525965,2.99566078
2.92857,2.99105883
2.98504329,2.98593068
3.02310848,2.96370959
3.0313592,2.989218
3.11274886,2.98928356
3.13819122,3.00430584
3.13963771,3.01498914
3.15913033,3.02665854
3.1492362,3.024752
3.17697954,3.04503369
3.14765835,3.0658083
3.129086,3.089706
3.103775,3.110152
3.073073,3.12790251
3.03586245,3.14601469
2.99615383,3.16655946
2.952106,3.20863485
2.89924884,3.20432878
2.840409,3.20748448
2.7618463,3.1933167
2.698799,3.13079524
2.61888838,2.9668324
2.51767755,2.75566649
2.458279,2.45841026
2.34418225,2.253523
2.255594,2.144456
2.172035,2.094853
2.09133577,2.06743836
2.02296329,2.048899
1.961724,2.03979349
1.903213,2.036342
1.84969854,2.034501
1.80371153,2.02450824
1.76686275,2.024804
1.71380842,2.0322
1.72018552,2.00320768
1.71420288,2.02651334
1.70158029,2.00034785
1.69602513,2.0145812
1.67837322,2.02131987
1.724393,2.00665927
1.73376131,1.99972332
1.76314831,1.99745512
1.79381728,1.99798107
1.82619548,1.99998629
1.86274838,1.99817836
1.90189815,1.99798107
1.94762218,2.00646186
2.00603461,2.02069521
2.06553173,2.03062248
2.14616513,2.094294
2.20819354,2.208785
2.26022887,2.4614675
2.36426663,2.741762
2.4476943,2.88636327
2.56327,2.94490719
2.62191272,2.98234773
2.72779155,2.99217629
2.795375,2.99460888
2.86009884,2.99562788
2.92301488,2.99158478
2.98146033,2.98806739
3.035271,2.987903
3.08115935,2.97784448
3.118271,2.97324252
3.1441083,2.975642
3.14045954,3.028828
3.151603,3.01571226
3.16981363,3.02632976
3.152885,3.0491097
3.163568,3.02208948
3.15452838,3.08576131
3.10781813,3.1069634
3.0668273,3.12385941
3.03168774,3.14384532
2.99428,3.16524458
2.95075846,3.18536186
2.90010357,3.19982529
2.83800936,3.186874
2.766054,3.223953
2.72457,3.129316
2.58463645,2.99243927
2.51741457,2.751393
2.44292784,2.45463014
2.348061,2.269367
2.250466,2.13232636
2.13341117,2.08795
2.089988,2.07075834
2.018197,2.051956
1.96297312,2.04018784
1.90406775,2.03690076
1.84890962,2.03499436
1.80134475,2.033219
1.76071584,2.030195
1.73159182,2.02779531
1.71400571,2.02391672
1.70585358,2.03295612
1.6961894,2.0114255
1.6994766,2.00143266
1.68386269,2.0134635
1.70674109,2.034238
1.712132,1.9894017
1.7527281,2.00393081
1.79956973,1.99969041
1.82445335,1.99840844
1.86025023,1.99758661
1.8992027,1.996239
1.94515693,1.99584448
2.00090671,2.00560737
2.06766844,2.02641487
2.13584352,2.08778572
2.2030983,2.235411
2.27153659,2.448779
2.38454843,2.729961
2.4456892,2.873083
2.54956269,2.948293
2.64291739,2.966997
2.71776581,2.99079585
2.807143,2.99266934
2.85760069,2.99299812
2.92048383,2.99194622
2.97840333,2.988232
3.03484344,2.98882341
3.081521,2.99069715
3.11432672,2.9922092
3.134411,2.98215055
3.14558744,3.0176518
3.12106538,3.02514648
3.16438985,3.03083324
3.16327214,3.05065465
3.15245748,3.0658083
3.12330055,3.08497238
3.09752941,3.10275578
3.05762339,3.11892867
3.02330565,3.142629
2.99191332,3.16412687
2.949838,3.18473721
2.89928174,3.199628
2.83791065,3.20360565
2.76727,3.18960238
2.69107413,3.13309622
2.61606145,2.99848771
2.536447,2.77272677
2.428629,2.466661
2.35046077,2.2533586
2.255627,2.12732983
2.17081881,2.10188746
2.08071828,2.06806278
1.98161125,2.060371
1.984471,2.04008937
1.90722334,2.03801847
1.84871233,2.035783
1.79841924,2.03262758
1.75851345,2.02907753
1.72929084,2.02533
1.71331537,2.020761
1.70667541,2.01704645
1.70006824,2.020794
1.68724847,2.03525734
1.67400134,2.00731659
1.75792181,2.01681638
1.74871778,2.00271463
1.75617957,1.98683774
1.79099035,1.98387933
1.82159352,2.00790834
1.86764622,1.999526
1.896606,1.9967649
1.94403923,1.99729085
2.00034785,2.006922
2.06536746,2.03279185
2.13630366,2.09182882
2.203723,2.22315
2.27377176,2.453874
2.35302472,2.6715157
2.437011,2.86243272
2.54999,2.96025825
2.63857841,2.98432016
2.718456,2.99500322
2.81417751,3.00506186
2.866509,2.95545888
2.90621758,2.98964524
2.95851612,2.98987532
3.03596115,2.99089432
3.080502,2.99401712
3.11334062,2.99598956
3.13460827,2.999901
3.14759254,3.00841475
3.1522603,3.018309
3.15725684,3.0237987
3.18003678,3.05354738
3.16034675,3.063606
3.13763261,3.08845687
3.09013319,3.09775949
3.068175,3.11817265
3.02905822,3.14647484
3.00243235,3.17671657
2.94865465,3.18342257
2.90733528,3.20002246
2.83902836,3.20340824
2.76897931,3.18855047
2.69183016,3.13335919
2.6156342,2.99773169
2.53782773,2.76138616
2.44792438,2.4790864
2.35174274,2.25911117
2.258421,2.15070152
2.155665,2.093801
2.09320951,2.06559753
2.014121,2.04636765
1.96169114,2.06283617
1.90794647,2.05734682
1.85397184,2.02565885
1.795165,2.03150988
1.75844777,2.028124
1.72843623,2.02440977
1.71354544,2.020498
1.70572209,2.018493
1.700397,2.01362777
1.6972084,2.00942039
1.69678116,1.99913156
1.701153,1.99860573
1.73537207,2.00271463
1.76370716,2.00445676
1.78218079,2.0104394
1.83493924,2.00225449
1.8616308,2.001301
1.89841378,2.01326632
1.95136952,1.99745512
1.97868562,2.00685644
2.065433,2.03335071
2.13311529,2.09265065
2.20283532,2.21973133
2.274232,2.439345
2.3524,2.69409823
2.44391418,2.86604857
2.544895,2.94740558
2.619513,2.976628
2.72552323,2.99385285
2.79576945,2.992505
2.85822535,2.98875761
2.92525,2.95946932
2.97988248,3.00756025
3.03454757,2.98701549
3.10259151,2.995858
3.11186123,2.997403
3.135726,3.00213647
3.14805269,3.01019
3.15512013,3.02015
3.15798,3.03418612
3.15965629,3.0511148
3.15357518,3.04730177
3.130138,3.10308456
3.12616038,3.091481
3.07478237,3.139276
3.02810478,3.1531806
2.991256,3.14137983
2.96509027,3.17421842
2.89701366,3.18161464
2.85812664,3.199628
2.77295685,3.1872685
2.69561028,3.13303041
2.62063074,3.00075579
2.53871512,2.76493621
2.44831872,2.47685122
2.353945,2.26026177
2.26006436,2.14748
2.17187047,2.092026
2.091533,2.0753274
2.01191854,2.05741262
1.95587289,2.04561162
1.90419924,2.04071379
1.84936976,2.04100966
1.80219948,2.06194878
1.79437613,2.06901622
1.72623384,2.022832
1.71985674,2.02066231
1.70657682,2.01727653
1.70128453,2.01339769
1.69855618,2.00725079
1.70059419,2.00330639
1.70799029,2.00442386
1.72929084,2.00830269
1.7610774,1.98782384
1.80624259,1.997751
1.83148777,2.004884
1.85282135,2.002353
1.90697134,1.995094
1.96040916,1.99489117
1.99323118,2.01652884
2.08203316,2.03197
2.12138,2.09268355
2.20263815,2.2169044
2.27495527,2.435006
2.35664058,2.69117284
2.44440722,2.86266279
2.54466486,2.947767
2.639992,2.98234773
2.7226963,3.012984
2.79550648,3.010683
2.86256433,2.99996686
2.91795254,3.01153755
2.99059844,2.99575925
3.036027,2.99592376
3.08092928,3.00765872
3.11435962,2.994313
3.13299775,3.00358272
3.158999,3.0110116
3.158966,3.02261543
3.161497,3.03671718
3.15965629,3.05164075
3.15104413,3.0639348
3.13178134,3.0755055
3.10104656,3.09309173
3.06748486,3.10420227
3.03494215,3.144404
2.97173023,3.161793
2.9501338,3.183751
2.89648771,3.208339
2.85073066,3.21501184
2.77538919,3.17293644
2.71066546,3.135956
2.63463378,3.003517
2.53605247,2.77091885
2.44953513,2.480533
2.353419,2.26285863
2.262727,2.14836764
2.17627525,2.09366965
2.094853,2.067504
2.02496839,2.05820131
1.96340048,2.05258036
1.93273151,2.0282886
1.84785771,2.034238
1.804369,2.03039217
1.76853919,2.02421236
1.76065,2.022273
1.71653676,2.022536
1.705492,2.01520562
1.72892928,2.01020932
1.69724131,2.004391
1.70450592,2.00146556
1.71591222,2.00366783
1.73274231,2.00613332
1.7610774,2.006955
1.79408026,2.00481844
1.82741177,2.01382518
1.8669889,1.98519421
1.91225266,1.99124253
1.97069788,1.989073
2.00304341,2.0084343
2.06431556,2.029406
2.120624,2.09189463
2.21056,2.213157
2.27696037,2.429582
2.353945,2.68791842
2.4506526,2.86085486
2.54772186,2.946978
2.63989329,2.98044133
2.72414279,2.99003983
2.79882669,2.988922
2.86627865,2.98718
2.927321,2.97482014
2.98093438,2.98497748
3.036487,2.992308
3.083789,2.98934937
3.118797,3.000394
3.13362217,2.99792886
3.14276052,3.03487635
3.17293644,3.02708578
3.154397,3.038032
3.164587,3.04983282
3.14943337,3.06097627
3.13224149,3.07317162
3.10847545,3.09010029
3.07530832,3.113439
3.03862381,3.13733673
3.00022984,3.15860462
2.95545888,3.22986984
2.89556718,3.20176482
2.8343606,3.19548631
2.779531,3.186315
2.71119142,3.16997814
2.63049221,3.016304
2.533653,2.78630257
2.48421431,2.4831953
2.348883,2.26414061
2.263023,2.15066862
2.18209362,2.09551048
2.10267639,2.068523
2.02947187,2.05783987
1.964814,2.05073953
1.90505385,2.0439353
1.855188,2.03519154
1.815611,2.01290464
1.784186,2.02700663
1.72846913,2.01099825
1.74677837,2.01362777
1.71144176,2.01816416
1.70670831,2.03193712
1.69240928,2.005147
1.71479464,2.00225449
1.718016,2.00445676
1.73967814,2.00725079
1.761702,2.00787544
1.79210794,2.00429249
1.82754326,2.00018358
1.86429334,1.99738944
1.90590847,1.99538434
1.953276,1.97861993
2.010275,2.002353
2.04843855,2.03726244
2.1174686,2.10432
2.19846344,2.21207213
2.28987885,2.435762
2.36433244,2.690614
2.46804166,2.85503674
2.55787921,2.945499
2.64222717,2.97988248
2.72463584,2.99115729
2.80132484,2.99010539
2.87203121,2.988692
2.9334023,2.989711
2.98727846,2.9932282
3.03658557,3.02504778
3.07945013,3.03047156
3.12622619,3.00880933
3.1492033,3.03928113
3.162286,3.01127458
3.16524458,3.03366017
3.17007661,3.05561829
3.1532135,3.0658412
3.13312912,3.05535531
3.13072944,3.07297444
3.113439,3.090692
3.084052,3.11100674
3.04638147,3.13516712
3.003254,3.15968919
2.95983076,3.18187761
2.90730238,3.19663668
2.8510592,3.19561768
2.79244947,3.19249487
2.72039533,3.141807
2.6323328,3.008908
2.54630852,2.77607965
2.44496584,2.46623373
2.38211584,2.23830366
2.271635,2.16555929
2.174566,2.09475446
2.10369539,2.06970644
2.03486276,2.056525
1.966852,2.05080533
1.90659881,2.04482269
1.857982,2.037591
1.817123,2.03081965
1.78010988,2.02674365
1.75022984,2.029176
1.72097445,2.01382518
1.72136891,1.9988029
1.7035526,2.00731659
1.70131731,1.96780527
1.721862,2.00366783
1.74441171,2.000052
1.7704457,2.00675774
1.76183343,2.00754666
1.79345572,2.00544286
1.825801,2.00110388
1.86807358,1.99719226
1.91179252,1.99709356
1.95649743,2.000578
2.00988054,2.0104394
2.06661654,2.07578754
2.12769151,2.07033086
2.218778,2.18715572
2.29740644,2.42011523
2.38122845,2.678813
2.46610236,2.85329461
2.563566,2.939385
2.653995,2.96574783
2.73324823,2.98645663
2.8038888,2.98826456
2.87791514,2.98836327
2.94201446,2.98862624
2.99437881,2.99171615
3.03809786,2.9962852
3.07823372,3.00013113
3.11386657,3.00032854
3.14184,3.02001858
3.16517878,3.02991271
3.12898731,3.02833486
3.17310071,3.03109622
3.162056,3.04828787
3.152622,3.05203533
3.12412238,3.072547
3.109166,3.10045481
3.10170412,3.108114
3.05893826,3.13184714
3.01285243,3.15738821
2.96351242,3.18043113
2.91216731,3.19463158
2.85654879,3.200187
2.79905677,3.189175
2.73074985,3.13881588
2.647618,2.99753451
2.5546906,2.78304839
2.44799018,2.483787
2.35894156,2.267855
2.27765059,2.17091727
2.1874187,2.10208464
2.08584619,2.09067822
2.04377079,2.05807
1.96908724,2.0499506
1.90755212,2.04446125
1.85955989,2.03765678
1.822481,2.03049088
1.78931391,2.02707219
1.75713289,2.02187848
1.7338928,2.01510715
1.71781874,2.01865721
1.70871341,1.98765957
1.70720136,2.01188564
1.70171177,2.02319336
1.74635112,2.01776958
1.75022984,2.006429
1.7704457,2.01681638
1.77297688,2.002583
1.80597961,1.99939454
1.86021733,1.99890149
1.91337025,1.99840844
1.960968,2.00090671
2.0104723,2.01096535
2.06592631,2.03489566
2.13018966,2.089955
2.20464325,2.212105
2.29379058,2.41649938
2.38859153,2.66780114
2.44029832,2.85424781
2.55646563,2.941423
2.613925,2.9816246
2.73058558,2.98067141
2.80083179,2.985898
2.915323,2.98902059
2.94661665,2.99056578
3.00200486,2.9923408
3.04227233,2.996877
3.07695174,3.00098586
3.11186123,3.00378
3.14322066,3.00854635
3.16478443,3.0187366
3.175402,3.03011012
3.176684,3.040629
3.16366673,3.04638147
3.157421,3.06978583
3.13871717,3.06561112
3.12642336,3.0912838
3.097069,3.14483142
3.06902981,3.12573314
3.02292752,3.1550982
2.96281385,3.180505
2.915619,3.19380975
2.86437225,3.199398
2.80727458,3.18805742
2.736864,3.138487
2.65445542,3.012261
2.556137,2.78426456
2.45085,2.501702
2.3543396,2.28632855
2.26637578,2.15467882
2.19991,2.0824275
2.13094568,2.082559
2.045053,2.06303358
1.97211134,2.05281043
1.90847242,2.0458746
1.86192667,2.03742671
1.82471633,2.03312063
1.79818916,2.02651334
1.76781607,2.020794
1.73977685,2.01523852
1.72222352,2.00922322
1.71377563,2.00504851
1.71712852,2.020038
1.72896218,2.03482985
1.726431,1.99962473
1.74575937,2.02247024
1.76873648,2.00879574
1.78721011,2.00902581
1.83237529,1.99844134
1.86836946,2.01214862
1.918301,1.99955893
1.97326183,2.00195861
2.015929,2.01132679
2.066748,2.03413963
2.13219476,2.0880487
2.208292,2.20891666
2.29783368,2.42057538
2.392569,2.68140984
2.48401713,2.8490212
2.57727337,2.95335531
2.649196,2.97057986
2.755272,2.98757434
2.81394744,2.982808
2.89195132,3.00157762
2.95910764,3.0100255
3.01702714,2.99621964
3.04348874,2.9952662
3.0785296,3.00029564
3.1110723,3.00420737
3.14427257,3.010946
3.16764426,3.020643
3.17836022,3.02764463
3.17711115,3.035271
3.16830158,3.04450774
3.15466,3.04454064
3.14174151,3.08043623
3.1441083,3.08441353
3.09111953,3.10775232
3.06117344,3.12346482
3.02738166,3.17270637
2.98954654,3.14161
2.894877,3.18963528
2.8628273,3.2010088
2.812271,3.190194
2.744819,3.140788
2.659912,3.014496
2.56323719,2.78534937
2.454926,2.496048
2.358284,2.27314734
2.27531672,2.15813041
2.19386148,2.106095
2.09386683,2.08472872
2.05432272,2.06411839
1.98046064,2.0489974
1.93039763,2.04153562
1.8626169,2.05225182
1.8281678,2.029406
1.80058873,2.02749968
1.77097166,2.020761
1.7485534,2.01418662
1.727187,2.00919032
1.71919942,2.00656056
1.723637,2.007185
1.73346555,2.00869727
1.7476331,2.00626469
1.76114321,1.98759377
1.7757709,1.96981037
1.78934681,2.00705361
1.81912816,1.99995339
1.87113059,2.00376654
1.911661,2.001071
1.96566856,2.00803971
2.02233887,2.00061083
2.061587,2.03315353
2.13686252,2.085682
2.21220374,2.20714164
2.30082488,2.41857028
2.396415,2.673981
2.490197,2.85027027
2.58039618,2.93672228
2.66267323,2.975412
2.74107146,2.975346
2.82880545,2.98875761
2.90812421,2.99197912
2.95953512,2.99516773
3.01945972,2.996088
3.04858375,3.00848055
3.0806663,2.963677
3.12090087,3.00834918
3.15512013,3.01235938
3.16642785,3.021136
3.17908335,3.02662563
3.17898488,3.03326559
3.17158866,3.04352164
3.160741,3.05621
3.14775681,3.07317162
3.13211,3.11149979
3.113505,3.10321617
3.08092928,3.13204432
3.03260827,3.15281916
2.98451734,3.15377235
2.91308761,3.17241049
2.87623882,3.19736
2.82085037,3.19985819
2.755732,3.14141273
2.6684258,3.01702714
2.56981158,2.78837347
2.46084285,2.49782324
2.36124253,2.27528381
2.27643442,2.15934658
2.199351,2.10464859
2.12180758,2.07417679
2.04764962,2.07141566
1.96616161,2.0282228
1.89387763,2.04636765
1.87307,2.03949761
1.83766758,2.03305483
1.803843,2.02158284
1.789544,2.0448885
1.7423408,2.01622462
1.72922516,2.00935459
1.72531343,2.00698781
1.73004687,2.00879574
1.74063146,2.00909162
1.75082159,2.00748086
1.76203072,2.00350356
1.77889371,2.00123549
1.79740024,2.016455
1.82409179,1.97684491
1.84447193,1.99130821
1.90028751,2.00212288
1.9716841,2.00093961
2.01500845,2.00968337
2.07194161,2.048899
2.14498186,2.1205585
2.201685,2.20530081
2.29480958,2.41653228
2.40312076,2.671187
2.49848056,2.847049
2.58802223,2.93517733
2.67082524,2.969495
2.75020981,2.98293948
2.82657,2.98875761
2.89780235,2.99852061
2.95513034,2.99382
3.017586,3.00963116
3.039314,2.99779749
3.10084939,2.999671
3.12402368,3.0060482
3.15048528,3.033463
3.17168736,3.02948546
3.18408,3.02807188
3.176684,3.03303552
3.173594,3.04329157
3.165376,3.05640721
3.154627,3.07336879
3.13832283,3.092007
3.116759,3.11159825
3.08720779,3.12254453
3.04411316,3.17464566
2.987969,3.176388
2.94132423,3.16632938
2.89602733,3.19768858
2.823513,3.1914432
2.75122881,3.143122
2.6725018,3.01413441
2.57382178,2.78640127
2.45653677,2.49874353
2.36525273,2.27659869
2.27728915,2.16089153
2.19991,2.10570049
2.122136,2.07611632
2.04906321,2.058333
1.98427379,2.04774833
1.927242,2.03197
1.87878966,2.04442835
1.83714163,2.03706527
1.82254684,2.03085256
1.78540218,2.0155015
1.75959826,2.0104723
1.74569368,2.02700663
1.7359637,1.99972332
1.72281516,2.008237
1.74243939,2.008237
1.75364852,2.00534439
1.76459467,2.00294471
1.78168774,2.00021648
1.8028897,1.99932885
1.82813489,2.000282
1.866463,2.00534439
1.914718,1.98950028
1.96619451,2.00685644
2.01724362,2.01034069
2.07490015,2.029669
2.15661836,2.07969928
2.205005,2.208029
2.30986452,2.44381547
2.404337,2.67384958
2.49976254,2.84570122
2.59614158,2.93244886
2.68039083,2.96857476
2.75951242,2.98290658
2.8344593,2.988988
2.902733,2.992242
2.96170449,2.99368834
3.01288533,2.99566078
3.056473,3.01590943
3.08878565,2.99539781
3.10038924,3.00364852
3.14565325,3.009138
3.13740253,3.02721739
3.18230486,3.02126765
3.18398118,3.03303552
3.17678237,3.04302859
3.18085837,3.05617714
3.15830874,3.074355
3.14585042,3.09269714
3.12152553,3.111204
3.09213853,3.12941456
3.05410624,3.1481514
3.00476623,3.17149019
2.95095563,3.1786232
2.902996,3.211659
2.85434651,3.203704
2.754976,3.14759254
2.67878,3.01916385
2.58200669,2.776737
2.466398,2.514982
2.37271476,2.27824235
2.28925419,2.16417861
2.197083,2.10589767
2.121643,2.0764122
2.052186,2.05810285
1.989336,2.046598
1.93470383,2.04104257
1.887632,2.037624
1.84844935,2.03390956
1.818931,2.00350356
1.7758038,2.02020216
1.77442312,2.01428533
1.75601518,2.01389074
1.75216925,1.9915055
1.738199,2.01418662
1.71443307,2.04541445
1.771169,2.01241159
1.76689565,1.9998219
1.78507352,1.9988687
1.80502641,1.99860573
1.83339429,2.00018358
1.86728466,2.00376654
1.91120076,2.00471973
1.96162546,2.004884
2.01724362,2.004654
2.0814414,2.02980065
2.1560595,2.086175
2.224399,2.195045
2.325084,2.41791272
2.40956354,2.66191721
2.50821042,2.8450768
2.62023616,2.93281054
2.69429541,2.96666813
2.76460743,2.98412275
2.83939,2.989974
2.906875,2.99372125
2.964433,2.99490476
3.014496,2.995299
3.0593,2.996581
3.096083,3.000427
3.12198567,3.00936818
3.14956474,3.011998
3.13687658,3.04408026
3.18979955,3.02902532
3.1598537,3.02692151
3.179182,3.040892
3.17056966,3.0796144
3.17421842,3.073303
3.125503,3.093256
3.128297,3.111664
3.09802246,3.13026929
3.06294847,3.14825
3.01748729,3.16892624
2.96453142,3.18868184
2.90358782,3.20008826
2.83580685,3.19288945
2.7607286,3.13934183
2.65511274,3.01752019
2.57885122,2.79599977
2.481289,2.50111032
2.38116264,2.28018165
2.28711748,2.17029285
2.19359851,2.09925771
2.14182615,2.0753274
2.06092978,2.05839872
1.99515414,2.047321
1.94101512,2.03995776
1.895817,2.03624344
1.85676587,2.03318644
1.82208657,2.02795982
1.79835355,2.01944613
1.78339708,2.03141117
1.76729012,2.00452256
1.74391854,2.009256
1.74667978,2.020268
1.75210357,2.00429249
1.75936806,2.004391
1.77504778,2.03755832
1.78231227,2.00153112
1.8175832,1.99696207
1.84128344,2.001071
1.86961854,2.00370073
1.9097544,2.00455546
1.95869982,2.00432539
2.018493,2.007974
2.085682,2.02809119
2.15790033,2.08167148
2.23698878,2.19662261
2.31778646,2.408939
2.41682816,2.67335653
2.515705,2.844222
2.6125114,2.95756269
2.71316361,2.964433
2.79044437,2.97087574
2.83449221,2.99641681
2.90970182,2.99247217
2.9679172,2.99414873
3.01775026,2.99503613
3.062883,2.996647
3.10055351,3.00062442
3.12918448,3.00522637
3.14627767,3.01242518
3.161004,3.017553
3.17458,3.018342
3.21087,3.02406168
3.18963528,3.02393
3.184277,3.05736041
3.178689,3.07599854
3.1521616,3.098121
3.13260317,3.10338044
3.10199976,3.129612
3.07304,3.1491046
3.028828,3.17076683
2.9765954,3.18881345
2.91364646,3.19936514
2.84264421,3.1932838
2.76427865,3.1461134
2.68282342,3.02425885
2.59209824,2.78935957
2.49200487,2.506304
2.363675,2.28619719
2.28747916,2.152345
2.20543218,2.10040832
2.12161016,2.076215
2.04446125,2.057774
2.00212288,2.03772259
1.944631,2.03926754
1.90482378,2.03512573
1.8637675,2.03160858
1.8291868,2.02625036
1.80344856,2.019512
1.79006994,2.01494265
1.78273964,2.01392365
1.77054441,2.01260877
1.76189923,1.9967649
1.7673887,2.01076818
1.769624,1.99653482
1.75285959,1.99906588
1.78730869,1.98433948
1.81616974,2.0125432
1.8553524,2.04202867
1.88069618,2.00393081
1.91698611,2.00347066
1.95761514,2.00340486
2.01816416,2.00922322
2.089199,2.02865
2.16398144,2.07996225
2.24283981,2.19649124
2.32715487,2.40466571
2.41689372,2.66983914
2.51813769,2.8302846
2.59594417,2.93008232
2.73150587,2.98773861
2.78732157,2.98224926
2.86151242,2.96255922
2.89928174,2.96919918
2.9745245,2.98455024
3.02702,2.99490476
3.06955576,2.99884915
3.10341334,3.001216
3.13207722,3.00345135
3.149532,3.00920367
3.1598208,3.01370716
3.17218041,3.0197556
3.186841,3.03047156
3.19450021,3.01600814
3.18546057,3.05173945
3.16879463,3.07494664
3.162286,3.104794
3.141577,3.118337
3.109889,3.12925029
3.08464384,3.15656638
3.03172064,3.18292928
2.99470735,3.19048977
2.92515159,3.20002246
2.84793639,3.19288945
2.767533,3.14683652
2.68499279,3.02695441
2.59660172,2.802311
2.49736285,2.51327276
2.39145136,2.28764343
2.28945136,2.163324
2.179431,2.10931635
2.13669825,2.07657647
2.05281043,2.06401968
1.99005914,2.04482269
1.95883131,2.05106831
1.923659,2.03167415
1.8332628,2.02575731
1.85025728,2.0241797
1.8114692,2.02112246
1.79802477,2.01882148
1.79164779,2.01704645
1.78112888,2.014384
1.76922953,2.01093245
1.76268816,2.00734949
1.76456177,2.02345634
1.77462041,2.00100517
1.79664421,1.999789
1.81912816,2.00757957
1.83977139,1.97881711
1.9077493,2.00402951
1.90669739,1.99554861
1.96790385,1.99729085
2.018197,2.0104723
2.09781146,2.03075385
2.16989827,2.08022523
2.2492826,2.194782
2.33297324,2.40088534
2.42488146,2.65826845
2.52497482,2.84077048
2.6313796,2.93428969
2.72466874,2.96200037
2.80809641,3.00134754
2.85434651,2.99089432
2.9197278,3.01380587
2.98602939,2.98609519
3.02412748,2.9913218
3.06886554,2.99273515
3.10525417,3.0039444
3.12800121,3.00414157
3.14890742,3.00631118
3.16093826,3.01160336
3.17208171,3.01978827
3.18621659,3.03073454
3.199694,3.04483652
3.199661,3.05936551
3.189405,3.08964014
3.17122722,3.03208232
3.14246464,3.111697
3.12208438,3.1353972
3.0872407,3.17296934
3.05298853,3.16478443
2.98980951,3.18782735
2.92751813,3.19147587
2.83873248,3.1923635
2.7745347,3.14660645
2.68949628,3.02915668
2.60199261,2.80651855
2.50242519,2.517053
2.39621758,2.28458643
2.29333019,2.16315961
2.19928527,2.10852742
2.12200475,2.097121
2.06668234,2.057018
2.020761,2.01201725
1.94137669,2.001301
1.91908991,2.03446841
1.87915123,2.01928186
1.82902241,2.063132
1.80505931,2.017704
1.815085,2.02171421
1.79684138,2.01931453
1.78977406,2.01421952
1.77754593,2.01034069
1.76794755,2.006429
1.76699424,2.00166273
1.77784181,1.99972332
1.79605246,1.9988029
1.81978559,1.98779106
1.85199952,2.00061083
1.87389183,2.020531
1.90488946,1.999789
1.952027,2.002616
2.01382518,2.028124
2.10339952,2.023785
